hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,MaE,Hu,HuE,Tu,Sim,V5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,V4,V3,V2,V1,V0,W,WO,B,Sy,Fel,CoH,CoA,CoU,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
683,"Gleouraich","10A",,"Ma,M,Sim","1035","3396","NH039053","NH 03948 05335","NH 0382 1161","267.3","768","cairn","","","2019-06-24","","33","414S","203945","805345","57.097163","-5.238035","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
684,"Sgurr a' Mhaoraich","10A",,"Ma,M,Sim","1027","3369","NG983065","NG 98396 06571","NH051068","319","708","outcrop 30m N of large cairn","outcrop is 50-60cm higher than base of cairn","Abney level","2012-11-10","","33","414S","198392","806581","57.105849","-5.330509","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
685,"Aonach air Chrith","10A",,"Ma,M,Sim","1019.5","3345","NH051083","NH 05106 08344","NG977098","527","493","small rock 10m N of cairn","","Abney level/Leica RX1250","2014-12-08","","33","414S","205103","808354","57.124640","-5.221291","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
687,"Sgurr an Doire Leathain","10A",,"Ma,M,Sim","1010","3314","NH015098","NH 01527 09879","NH022093","821","189","cairn","","","2007-03-10","","33","414S","201524","809890","57.136879","-5.281532","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
688,"The Saddle","10A",,"Ma,M,Sim","1011.5","3319","NG936131","NG 93614 13113","NG952111","677","334","small cairn","","Leica RX1250","2014-10-04","Marilyn relocated from hill 686 in Sep 2014. See Database Notes.","33","414N 414S","193610","813124","57.162395","-5.414721","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
690,"Sgurr an Lochain","10A",687,"Hu,M,Sim","1004","3294","NH005104","NH 00586 10417","NH009099","881","123","rock 5m NE of cairn","rock is 10cm higher than rock under cairn","Abney level","2012-11-10","","33","414S","200583","810428","57.141296","-5.297483","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
691,"Spidean Mialach","10A",,"Ma,M,Sim","996","3268","NH065043","NH 06595 04296","NH 0548 0480","739","257","windshelter","","","2018-06-07","","33","414S","206592","804306","57.088964","-5.193614","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
692,"Druim Shionnach","10A",685,"Hu,M,Sim","985.2","3232","NH074084","NH 07444 08474","NH 0560 0811","883.9","101.3","cairn","","Leica RX1250","2020-12-24","","33","414S","207441","808484","57.126794","-5.182841","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
693,"Maol Chinn-dearg","10A",685,"Hu,M,Sim","980.3","3216","NH032087","NH 03224 08759","NH 0406 0830","842.7","137.6","cairn","","Leica RX1250","2021-04-10","","33","414S","203221","808769","57.127560","-5.252651","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
695,"Beinn Sgritheall","10A",,"Ma,M,Sim","974","3196","NG835126","NG 83591 12671","NG883120","474","500","cairn by stone shelter","trig point 5m S destroyed","","2007-03-10","","33","413S","183587","812682","57.153815","-5.579727","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
700,"Creag a' Mhaim","10A",685,"M,Sim","946.2","3104","NH087077","NH 08793 07762","NH 0847 0800","866.5","79.6","cairn","","Leica RX1250","2020-12-24","","33","414S","208790","807772","57.120971","-5.160048","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,"Sgurr na Sgine","10A",,"Ma,M,Sim","946","3104","NG946113","NG 94622 11357","NG944125","699","247","cairn near shelter","","","2012-11-10","","33","414S","194618","811368","57.147098","-5.396634","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
708,"Creag nan Damh","10A",,"Ma,M,Sim","917.2","3009","NG983112","NG 98352 11191","NG989108","721","196","outcrop","cairn 20m E at NG 98374 11190 is lower","Leica RX1250","2023-02-05","","33","414S","198348","811202","57.147262","-5.33496","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
730,"Sgurr na Ciche","10B",,"Ma,M,Sim","1040.2","3413","NM902966","NM 90224 96676","NM931992","201","839","boulder 5m NE of destroyed trig point","cairn 6m E at NM 90235 96676 and trig point NM 90222 96673 are both about 30cm lower","Abney level/Leica RX1250","2019-08-31","","33 40","398E","190220","796686","57.013468","-5.456905","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
731,"Ladhar Bheinn","10B",,"Ma,M,Sim","1020","3346","NG824039","NG 82404 03973","NG970040","225","795","cairn","","","2008-11-10","","33","413S","182400","803984","57.075272","-5.591745","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
732,"Garbh Chioch Mhor","10B",,"Ma,M,Sim","1012.9","3323","NM909961","NM 90960 96091","NM 9061 9646","843.4","169.5","outcrop","cairn 25m E at NM 90984 96087 is about 1m lower","Abney level/Leica RX1250","2019-08-31","","33 40","398E","190956","796101","57.008556","-5.444322","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
733,"Sgurr Mor","10B",,"Ma,M,Sim","1003","3291","NM965980","NM 96538 98031","NM951964","662","341","large cairn","","obvious summit","2012-11-10","","33 40","398E","196534","798041","57.028446","-5.354206","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
736,"Sgurr nan Coireachan","10B",,"Ma,M,Sim","953.8","3129","NM933958","NM 93312 95817","NM 9276 9560","732.1","221.7","grassy knoll 6m NNE of cairn","","Abney level/Leica RX1250","2019-08-31","","33 40","398E","193308","795827","57.007158","-5.405440","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
737,"Meall Buidhe","10B",,"Ma,M,Sim","946","3104","NM848989","NM 84902 98966","NG856017","450","496","rock 2m SW of cairn","rock is c 40cm higher than base of cairn","Abney level","2001-10-28","","33 40","398E 413S","184898","798977","57.031552","-5.546334","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
739,"Luinne Bheinn","10B",,"Ma,M,Sim","939","3081","NG869007","NG 86983 00729","NG871001","684","255","cairn","note there is also a cairn at the W end of the ridge at NG 86854 00821; this is 1m lower according to 1:25,000 map","","2009-11-20","","33","398E 413S","186979","800740","57.048325","-5.513607","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
741,"Gairich","10B",,"Ma,M,Sim","919","3015","NN025995","NN 02593 99570","NN002987","367","552","cairn","","","2012-11-10","","33","399","202589","799580","57.044879","-5.255827","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
758,"Sron a' Choire Ghairbh","10C",,"Ma,M,Sim","937","3074","NN222945","NN 22250 94550","NN063958","315","622","cairn","","Abney level","2001-10-28","","34","400","222247","794560","57.00784","-4.928747","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
759,"Meall na Teanga","10C",,"Ma,M,Sim","916.8","3008","NN220924","NN 22026 92461","NN 2228 9367","611.2","305.5","rock","small mound 15m S is as high; rocks by cairn 70m S at NN 22026 92400 are c 50cm lower","Abney level/Leica RX1250","2018-07-16","","34","400","222023","792471","56.989012","-4.930955","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
773,"Gulvain [Gaor Bheinn]","10D",,"Ma,M,Sim","987","3238","NN002875","NN 00271 87565","NM889895","145","842","large cairn","","","2003-01-15","","41","399","200267","787575","56.936211","-5.284527","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
774,"Sgurr Thuilm","10D",,"Ma,M,Sim","963","3159","NM939879","NM 93910 87970","NM966865","349","614","cairn","rock 5m S of cairn at NM 93907 87964 may be as high","","2012-11-10","","40","398E","193906","787980","56.937056","-5.389207","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
776,"Sgurr nan Coireachan","10D",,"Ma,M,Sim","956.3","3137","NM902880","NM 90294 88003","NM 9158 8824","724.5","231.8","outcrop","1m WNW of trig pillar and higher than flush bracket","Leica RX1250","2022-10-31","","40","398E","190290","788013","56.935728","-5.448551","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
803,"Carn Eighe","11A",,"Ma,M,Sim,CoH","1182.8","3881","NH123261","NH 12358 26186","NN289971","36","1147","trig point in shelter","","obvious summit/Leica RX1250","2017-12-13","","25","414N","212355","826197","57.287701","-5.115159","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
804,"Mam Sodhail","11A",803,"Hu,M,Sim","1179.4","3869","NH120253","NH 12010 25321","NH 1200 2584","1047","132.4","rock by tiny cairn c 45m SE of windshelter","rock is 0.40m higher than ground by windshelter","Leica Disto D510/Leica RX1250","2014-07-31","col height measured to be 1047.0m","25","414N","212007","825332","57.279801","-5.120267","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
805,"Sgurr nan Ceathramhnan [Sgurr nan Ceathreamhnan]","11A",,"Ma,M,Sim","1151","3776","NH057228","NH 05705 22840","NH098238","717","434","cairn","","obvious summit","2012-11-10","","25 33","414N","205702","822851","57.254911","-5.222732","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
810,"Tom a' Choinnich [Tom a' Choinich]","11A",803,"Hu,M,Sim,sMa","1112.7","3651","NH164273","NH 16406 27323","NH 1482 2659","962.8","149.9","large cairn","","obvious summit/Leica RX1250","2023-02-05","surveyed measurements equate to a drop of 149.87m","25","415","216403","827334","57.299545","-5.048945","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
815,"Sgurr Fhuaran","11A",,"Ma,M,Sim","1068.8","3507","NG978166","NG 97852 16667","NH076161","404","665","cairn","","obvious summit/Leica RX1250","2017-12-13","","33","414N 414S","197849","816678","57.19615","-5.34765","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
818,"Toll Creagach","11A",,"Ma,M,Sim","1053.7","3457","NH194282","NH 19405 28269","NH 1719 2754","872.3","181.4","rock 20m W of cairn","rock is higher than cairn (NH 19425 28265) which is higher than trig point (NH 19450 28280) 25m NE of cairn","Abney level/Leica RX1250","2023-02-05","","25","415","219402","828280","57.309228","-4.999937","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
821,"Sgurr a' Bhealaich Dheirg","11A",,"Ma,M,Sim","1036","3399","NH035143","NH 03520 14349","NH010145","725","311","large cairn on rock","","","2001-10-28","","33","414N 414S","203517","814360","57.177825","-5.252177","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
823,"Beinn Fhada","11A",,"Ma,M,Sim","1031.9","3385","NH018192","NH 01859 19243","NH030204","385","647","trig point","","Leica RX1250","2019-08-04","","33","414N","201856","819254","57.221002","-5.283503","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
825,"Sgurr na Ciste Duibhe","11A",,"Ma,M,Sim","1027","3369","NG984149","NG 98404 14942","NG977154","849","178","large well built cairn","adjacent rocks of similar height to cairn base; rock on knoll 70m W is lower","Abney level","2016-10-11","","33","414N 414S","198401","814953","57.180924","-5.337134","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
826,"Beinn Fhionnlaidh","11A",,"Ma,M,Sim","1004.8","3297","NH115282","NH 11563 28262","NH116275","832","173","large cairn","rock c 12m SSE of cairn may be as high","Abney level/Leica RX1250","2017-12-13","","25","414N","211560","828271","57.305977","-5.129909","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
827,"Sgurr na Carnach","11A",815,"Hu,M,Sim","1002","3287","NG977158","NG 97718 15880","NG977163","868","134","large cairn","all rocks close to cairn are lower","Abney level","2012-11-10","","33","414N 414S","197715","815891","57.189034","-5.349224","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
828,"Aonach Meadhoin","11A",,"Ma,M,Sim","1001","3284","NH048137","NH 04885 13749","NH040138","827","174","embedded rock 8m SSW of cairn","higher ground may exist under the cairn","Abney level","2012-11-10","","33","414N 414S","204882","813760","57.173026","-5.229166","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
833,"Mullach na Dheiragain","11A",805,"Hu,M,Sim,sMa","982","3222","NH080259","NH 08047 25906","NH066235","838","144","cairn","ground 25m NNW as high","Abney level","2001-10-28","","25 33","414N","208044","825917","57.283399","-5.186350","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
834,"Ciste Dhubh","11A",,"Ma,M,Sim","981.1","3219","NH062166","NH 06239 16607","NH 0616 1490","590.6","390.5","rock by cairn","","obvious summit/Leica RX1250","2019-11-21","","33","414N 414S","206236","816618","57.199234","-5.209032","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
839,"Saileag","11A",821,"M,Sim,sHu","956","3136","NH017148","NH 01777 14816","NH022145","865","91","cairn","","","2001-10-28","","33","414N 414S","201774","814827","57.181264","-5.281331","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,"An Socach","11A",805,"Hu,M,Sim","919.7","3017","NH088229","NH 08819 22988","NH 0787 2289","796","123.8","cairn on outcrop","","","2020-12-24","","25 33","414N","208816","822999","57.25755","-5.171311","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
846,"A' Ghlas-bheinn","11A",,"Ma,M,Sim","918","3012","NH008231","NH 00825 23093","NH014214","511","407","cairn","","","2012-11-10","","25 33","414N","200822","823104","57.255081","-5.303686","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
862,"A' Chraileag [A' Chralaig]","11B",,"Ma,M,Sim","1120","3675","NH094147","NH 09434 14787","NH045175","334","786","very large cairn","","","2001-10-28","","33","414N 414S","209431","814791","57.184186","-5.154837","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
863,"Sgurr nan Conbhairean","11B",,"Ma,M,Sim","1109","3638","NH129138","NH 12991 13885","NH109142","727","382","ground between large cairn and small wind-shelter","","obvious summit","2012-11-10","","34","414N 414S","212988","813896","57.177622","-5.095407","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
864,"Mullach Fraoch-choire","11B",,"Ma,M,Sim","1102","3615","NH094171","NH 09494 17142","NH093164","949","153","wind shelter 5m E of cairn","higher ground could be hidden under cairn","","2001-10-28","","33","414N","209491","817151","57.205379","-5.155652","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
867,"Sail Chaorainn","11B",863,"M,Sim","999.2","3278","NH133154","NH 13316 15431","NH129147","912","87","rock rib","","Abney level/Leica RX1250","2020-08-30","","34","414N 414S","213313","815442","57.191622","-5.091199","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,"Carn Ghluasaid","11B",863,"M,Sim","957","3140","NH145125","NH 14579 12513","NH140126","895","62","cairn","this cairn is 30cm higher than cairn on corrie edge 30m NW at NH 14560 12535","Abney level","2001-10-28","","34","414S","214576","812523","57.165959","-5.068159","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,"Sgurr a' Choire Ghlais","12A",,"Ma,M,Sim","1083.7","3555","NH258430","NH 25838 43045","NH078365","265","819","large cairn","Cairn 60m NW of the trig point is probably slightly higher than one to the south of the trig point and probably slightly higher than the trig point","Abney level/Leica RX1250","2023-02-05","","25","430","225835","843056","57.444288","-4.903757","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
885,"Sgurr a' Chaorachain","12A",,"Ma,M,Sim","1053","3455","NH087447","NH 08753 44727","NH159463","485","568","trig point (broken)","","","2001-10-28","","25","429","208750","844738","57.452501","-5.189284","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
886,"Sgurr Fhuar-thuill","12A",884,"Hu,M,Sim,sMa","1049.2","3442","NH235437","NH 23583 43743","NH 2491 4335","901","148.1","cairn","","obvious summit/Leica RX1250","2023-02-05","","25","430","223580","843754","57.449680","-4.941780","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
890,"Maoile Lunndaidh","12A",891,"M","1004.9","3297","NH135458","NH 13509 45842","NH 1316 4546","994.4","10.5","blade of rock 20m SW of large cairn","cairn is at NH 13523 45856 and is 0.20m lower","Leica Disto D510/Leica RX1250","2014-07-31","Marilyn replaced by 891 Creag Toll a' Choin in June 2014","25","430","213506","845853","57.464477","-5.111002","S","",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
892,"Sgurr Choinnich","12A",885,"Hu,M,Sim","999.3","3279","NH076446","NH 07628 44616","NH 0817 4460","866","133","cairn","","obvious summit/Leica RX1250","2018-05-15","","25","429","207625","844627","57.451026","-5.207916","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
894,"Sgurr na Ruaidhe","12A",,"Ma,M,Sim","993","3258","NH289426","NH 28902 42604","NH280430","767","226","large cairn","","obvious summit","2012-11-10","","25","430","228900","842615","57.441497","-4.852465","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
895,"Carn nan Gobhar","12A",884,"Hu,M,Sim","992","3255","NH273438","NH 27305 43879","NH266432","855","137","cairn","area quite flat with boulders in vicinity of similar height to summit location","obvious summit","2009-11-20","","25","430","227303","843890","57.452331","-4.879935","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
896,"Lurg Mhor","12A",,"Ma,M,Sim","987","3238","NH064404","NH 06483 40440","NH046423","545","442","cairn on rock outcrop","outcrop at base of cairn is 20-30cm higher than rock c 40m WNW","Abney level","2012-11-10","","25","429","206480","840451","57.413091","-5.223666","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
898,"Bidein a' Choire Sheasgaich","12A",,"Ma,M,Sim","945","3100","NH049412","NH 04909 41253","NH054406","736","209","cairn","","obvious summit","2001-10-28","","25","429","204906","841264","57.41971","-5.250472","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
